Embryo_ID,Cell_ID,Cell_cycle, Size, X, Y, Z, CH1-Avg, CH1-Sum, CH2-Avg, CH2-Sum,Identity
013018Abl_CK7,3,I,36989,243.78,194.44,9.154,63.965,2.37E+06,144.73,5.35E+06,PRE
013018Abl_CK7,4,I,45281,155.16,305.85,11.013,99.285,4.50E+06,132.09,5.98E+06,PRE
013018Abl_CK7,6,I,42401,207.66,251.01,9.657,95.303,4.04E+06,135.44,5.74E+06,PRE
013018Abl_CK7,6.2,I,42401,212,239,4,43.943,,143.274,,DP
013018Abl_CK7,7,I,30974,255.05,294.29,14.238,46.03,1.43E+06,172.32,5.34E+06,DP
013018Abl_CK7,8,I,5408,213.92,348.96,13.555,36.423,1.97E+05,132.57,7.17E+05,EPI
013018Abl_CK7,11,I,38040,239.3,169.89,22.156,94.756,3.60E+06,122.92,4.68E+06,PRE
013018Abl_CK7,13,I,23100,193.08,260.96,25.611,92.94,2.15E+06,134.5,3.11E+06,PRE
013018Abl_CK7,13.2,I,23100,204,314,22,42.688,,124.747,,EPI
013018Abl_CK7,14,I,41443,232.74,358.64,26.698,58.318,2.42E+06,121.91,5.05E+06,PRE
013018Abl_CK7,14.2,I,41443,206,362,34,33.001,,123.387,,EPI
013018Abl_CK7,15,I,33703,138.45,221.59,26.383,42.777,1.44E+06,126.04,4.25E+06,DP
013018Abl_CK7,16,I,14571,139.6,317.71,24.828,51.265,7.47E+05,125.28,1.83E+06,DP
013018Abl_CK7,17,I,24497,264.65,279.82,30.74,87.006,2.13E+06,121.39,2.97E+06,PRE
013018Abl_CK7,18,I,21009,216.37,191.62,34.195,64.219,1.35E+06,127.32,2.67E+06,PRE
013018Abl_CK7,20,I,34795,144.3,300.91,35.024,41.497,1.44E+06,123.2,4.29E+06,DP
013018Abl_CK7,22,I,28967,243.61,305.84,43.62,44.377,1.29E+06,109.68,3.18E+06,DP
013018Abl_CK7,23,I,36956,174.56,274.91,45.143,35.143,1.30E+06,118.31,4.37E+06,DP
013018Abl_CK7,24,I,29246,236.38,242.84,48.253,50.747,1.48E+06,104,3.04E+06,PRE