Embryo_ID,Cell_ID,TE_ICM,Cell_cycle,Size,X,Y,Z,CH1.Avg,CH1.Sum,CH2.Avg,CH2.Sum,CH3.Avg,CH3.Sum,CH4.Avg,CH4.Sum,CH5.Avg,CH5.Sum, 
121118G6NG_AO4,1,TE,I,10217,274.97,233.71,4.6705,1692.7,1.73E+07,190.27,1.94E+06,33.002,3.37E+05,1599.6,1.63E+07,118.37,1.21E+06,
121118G6NG_AO4,2,TE,I,8529,212.86,243.19,4.4975,1869.7,1.59E+07,262.9,2.24E+06,34.407,2.93E+05,1545,1.32E+07,126.92,1.08E+06,
121118G6NG_AO4,4,TE,I,5759,244.06,287.53,3.5998,1697.7,9.78E+06,199.39,1.15E+06,32.492,1.87E+05,1674.7,9.64E+06,106.06,6.11E+05,
121118G6NG_AO4,5,TE,I,5429,245.8,195.21,6.5636,1618.1,8.78E+06,283.66,1.54E+06,34.928,1.90E+05,1590.3,8.63E+06,170.45,9.25E+05,
121118G6NG_AO4,6,TE,I,10021,183.71,277.19,7.8232,1555.1,1.56E+07,185.96,1.86E+06,32.903,3.30E+05,1768.8,1.77E+07,102.57,1.03E+06,
121118G6NG_AO4,7,TE,I,9376,329.2,243.18,8.8583,1789.1,1.68E+07,116.13,1.09E+06,30.551,2.86E+05,1596.9,1.50E+07,90.556,8.49E+05,
121118G6NG_AO4,8,TE,I,13436,349.84,295.9,9.0279,1394.3,1.87E+07,97.106,1.30E+06,30.718,4.13E+05,1657.6,2.23E+07,94.621,1.27E+06,
121118G6NG_AO4,9,TE,M,11181,195.95,189.98,8.9606,1488.9,1.66E+07,244.05,2.73E+06,28.347,3.17E+05,1726.1,1.93E+07,72.625,8.12E+05,
121118G6NG_AO4,10,TE,I,11494,286.74,311.87,9.4361,1504.1,1.73E+07,106.63,1.23E+06,29.302,3.37E+05,1651.1,1.90E+07,79.892,9.18E+05,
121118G6NG_AO4,11,TE,I,9208,244.98,322.67,8.8078,1412,1.30E+07,140.1,1.29E+06,29.976,2.76E+05,1657.9,1.53E+07,83.59,7.70E+05,
121118G6NG_AO4,12,TE,I,9626,381.33,264.27,11.468,1823.8,1.76E+07,216.75,2.09E+06,33.245,3.20E+05,1658,1.60E+07,134.78,1.30E+06,
121118G6NG_AO4,13,TE,I,10477,342.99,351.31,11.482,1673.1,1.75E+07,105.08,1.10E+06,29.285,3.07E+05,1635.7,1.71E+07,86.447,9.06E+05,
121118G6NG_AO4,14,TE,I,10446,298.38,192.46,14.063,1393.1,1.46E+07,154.23,1.61E+06,32.757,3.42E+05,1623.5,1.70E+07,167.85,1.75E+06,
121118G6NG_AO4,15,TE,I,10678,161.04,242.87,11.857,1669.3,1.78E+07,359.53,3.84E+06,33.503,3.58E+05,1648.9,1.76E+07,108.46,1.16E+06,
121118G6NG_AO4,16,TE,I,11037,199.78,333.24,11.987,1664.9,1.84E+07,193.15,2.13E+06,30.571,3.37E+05,1557.3,1.72E+07,91.53,1.01E+06,
121118G6NG_AO4,17,TE,I,13852,369.32,199.07,16.83,1319.3,1.83E+07,55.328,7.66E+05,22.512,3.12E+05,1626.2,2.25E+07,64.964,9.00E+05,
121118G6NG_AO4,18,TE,I,18878,116.37,221.18,16.05,1262.8,2.38E+07,178.17,3.36E+06,172.41,3.25E+06,1656.5,3.13E+07,81.645,1.54E+06,
121118G6NG_AO4,18.2,ICM,I,18878,105,225,22,1527.159,,41.679,,458.367,,1575.371,,94.853,,
121118G6NG_AO4,18.3,ICM,I,18878,137,210,21,1004.842,,28.302,,228.494,,1677.426,,92.801,,
121118G6NG_AO4,19,TE,I,5674,397.54,217.75,16.025,1166.8,6.62E+06,33.559,1.90E+05,18.806,1.07E+05,1543.9,8.76E+06,27.035,1.53E+05,
121118G6NG_AO4,20,TE,I,6400,389.11,326.78,17.307,1392.7,8.91E+06,124.19,7.95E+05,31.922,2.04E+05,1589.7,1.02E+07,95.882,6.14E+05,
121118G6NG_AO4,21,TE,I,7220,295.41,360.63,17.098,1446.5,1.04E+07,145.5,1.05E+06,26.982,1.95E+05,1710.9,1.24E+07,86.61,6.25E+05,
121118G6NG_AO4,22,TE,I,19449,148.74,154.25,20.639,1713,3.33E+07,243.46,4.74E+06,49.048,9.54E+05,1696.6,3.30E+07,386.82,7.52E+06,
121118G6NG_AO4,22.2,ICM,I,19449,155,153,24,1835.076,,66.518,,39.38,,1673.147,,678.24,,
121118G6NG_AO4,22.3,ICM,I,19449,141,178,22,1237.191,,36.926,,411.221,,1657.565,,95.191,,
121118G6NG_AO4,23,TE,I,10030,206.09,141.5,18.323,1543.1,1.55E+07,233.49,2.34E+06,29.505,2.96E+05,1494.2,1.50E+07,109.93,1.10E+06,
121118G6NG_AO4,24,TE,I,18756,139.72,305.3,19.477,1328.7,2.49E+07,162.63,3.05E+06,44.893,8.42E+05,1657.2,3.11E+07,328.93,6.17E+06,
121118G6NG_AO4,24.2,ICM,I,18756,156,313,21,1210.943,,27.511,,37.982,,1678.333,,857.06,,
121118G6NG_AO4,26,TE,I,6221,384.04,366.98,20.318,1010.8,6.29E+06,132.22,8.23E+05,27.022,1.68E+05,1618.6,1.01E+07,82.997,5.16E+05,
121118G6NG_AO4,27,TE,I,11105,96.565,184.25,22.594,1483.9,1.65E+07,200.43,2.23E+06,148.95,1.65E+06,1695.6,1.88E+07,77.563,8.61E+05,
121118G6NG_AO4,27.2,ICM,I,11105,105,183,25,1477.605,,54.382,,278.12,,1724.67,,84.524,,
121118G6NG_AO4,28,TE,I,10254,424.64,286.05,21.816,1656.7,1.70E+07,94.771,9.72E+05,21.816,2.24E+05,1556.1,1.60E+07,60.914,6.25E+05,
121118G6NG_AO4,29,ICM,I,3288,173.82,204.86,19.905,1192.9,3.92E+06,38.533,1.27E+05,40.932,1.35E+05,1492.4,4.91E+06,891.87,2.93E+06,
121118G6NG_AO4,30,ICM,I,7861,148.77,249.54,21.082,1649.9,1.30E+07,63.051,4.96E+05,44.68,3.51E+05,1587.6,1.25E+07,880.17,6.92E+06,
121118G6NG_AO4,32,TE,I,7915,182.98,357.61,21.566,1385.4,1.10E+07,236.82,1.87E+06,28.546,2.26E+05,1652.8,1.31E+07,84.783,6.71E+05,
121118G6NG_AO4,33,TE,I,6338,250.87,362.27,23.042,1539.5,9.76E+06,97.43,6.18E+05,25.7,1.63E+05,1731.7,1.10E+07,76.56,4.85E+05,
121118G6NG_AO4,34,ICM,I,4325,172.01,281.34,20.635,1030.7,4.46E+06,23.291,1.01E+05,35.546,1.54E+05,1828.2,7.91E+06,731.98,3.17E+06,
121118G6NG_AO4,35,TE,I,8899,332.37,390.25,23.074,1259.6,1.12E+07,98.483,8.76E+05,24.086,2.14E+05,1653.7,1.47E+07,81.244,7.23E+05,
121118G6NG_AO4,36,TE,I,8663,400.41,250.54,25.179,1104.8,9.57E+06,92.49,8.01E+05,23.627,2.05E+05,1738.2,1.51E+07,64.224,5.56E+05,
121118G6NG_AO4,37,TE,I,11074,89.159,267.78,25.035,1779.8,1.97E+07,198.14,2.19E+06,83.902,9.29E+05,1789.4,1.98E+07,77.859,8.62E+05,
121118G6NG_AO4,38,TE,I,6724,414.38,328.37,24.904,1508.2,1.01E+07,78.264,5.26E+05,27.285,1.83E+05,1748,1.18E+07,78.792,5.30E+05,
121118G6NG_AO4,39,TE,I,5629,413.65,377.11,26.281,1248.7,7.03E+06,111.64,6.28E+05,28.383,1.60E+05,1813.6,1.02E+07,90.725,5.11E+05,
121118G6NG_AO4,40,TE,I,8848,287.06,398.97,26.801,1764.8,1.56E+07,118.71,1.05E+06,24.615,2.18E+05,1657,1.47E+07,78.595,6.95E+05,
121118G6NG_AO4,41,TE,I,12294,272.66,126.87,29.437,993.27,1.22E+07,71.881,8.84E+05,23.949,2.94E+05,1626.8,2.00E+07,69.428,8.54E+05,
121118G6NG_AO4,42,TE,I,3031,324.1,173.77,25.573,1704,5.16E+06,42.06,1.27E+05,32.625,98887,1730.2,5.24E+06,42.255,1.28E+05,
121118G6NG_AO4,44,TE,I,2896,236.91,130.39,25.382,1275.9,3.70E+06,217.05,6.29E+05,29.791,86274,1606.4,4.65E+06,148.46,4.30E+05,
121118G6NG_AO4,45,ICM,I,10186,179.5,236.16,27.998,1107.1,1.13E+07,23.533,2.40E+05,32.966,3.36E+05,1658.8,1.69E+07,636.55,6.48E+06,
121118G6NG_AO4,46,TE,I,5659,310.26,154.1,30.26,1276.3,7.22E+06,60.045,3.40E+05,28.048,1.59E+05,1687.9,9.55E+06,63.279,3.58E+05,
121118G6NG_AO4,47,ICM,I,2588,140.55,287.58,26.342,1366.4,3.54E+06,25.413,65769,173.8,4.50E+05,1541.6,3.99E+06,104.67,2.71E+05,
121118G6NG_AO4,48,ICM,I,3312,123.91,238.11,29.258,1496.6,4.96E+06,23.192,76812,179.23,5.94E+05,1473.1,4.88E+06,103.62,3.43E+05,
121118G6NG_AO4,49,TE,I,7412,119.61,318.38,30.417,1866.5,1.38E+07,300.56,2.23E+06,31.223,2.31E+05,1858.8,1.38E+07,94.449,7.00E+05,
121118G6NG_AO4,50,ICM,I,7829,157.16,320.41,29.407,1245.4,9.75E+06,19.476,1.52E+05,33.387,2.61E+05,1540.4,1.21E+07,675.79,5.29E+06,
121118G6NG_AO4,51,TE,I,7717,166.06,117.68,32.407,1145.5,8.84E+06,167.19,1.29E+06,24.347,1.88E+05,1811.4,1.40E+07,89.667,6.92E+05,
121118G6NG_AO4,52,TE,I,7548,114.28,150.92,32.579,1406.5,1.06E+07,220.66,1.67E+06,38.354,2.90E+05,1688.7,1.27E+07,75.314,5.68E+05,
121118G6NG_AO4,55,ICM,I,7771,175.55,280.63,31.059,762.19,5.92E+06,18.014,1.40E+05,30.151,2.34E+05,1628.4,1.27E+07,509.6,3.96E+06,
121118G6NG_AO4,56,TE,I,18627,365.02,410.11,33.776,1146,2.13E+07,34.714,6.47E+05,17.396,3.24E+05,1743.8,3.25E+07,44.192,8.23E+05,
121118G6NG_AO4,56.2,TE,I,18627,353,416,33,1338.339,,37.323,,18.492,,1631.936,,44.359,,
121118G6NG_AO4,57,ICM,I,7757,182.91,187.11,34.187,820.52,6.36E+06,17.233,1.34E+05,29.909,2.32E+05,1706.6,1.32E+07,493.93,3.83E+06,
121118G6NG_AO4,58,TE,I,6347,64.58,223.33,33.773,1258.6,7.99E+06,238.22,1.51E+06,41.965,2.66E+05,1758.3,1.12E+07,59.709,3.79E+05,
121118G6NG_AO4,59,ICM,I,1803,108.87,269.67,29.874,1449.7,2.61E+06,29.879,53872,527.73,9.52E+05,1638.9,2.95E+06,102.67,1.85E+05,
121118G6NG_AO4,60,TE,I,7789,386.23,204.51,33.163,870.68,6.78E+06,48.798,3.80E+05,19.994,1.56E+05,1441,1.12E+07,48.909,3.81E+05,
121118G6NG_AO4,61,TE,I,9345,417.89,227.35,35.085,807.96,7.55E+06,54.865,5.13E+05,23.739,2.22E+05,1733.6,1.62E+07,59.251,5.54E+05,
121118G6NG_AO4,62,TE,I,6919,452.2,305.52,34.448,1348.3,9.33E+06,54.112,3.74E+05,21.938,1.52E+05,1669.8,1.16E+07,62.156,4.30E+05,
121118G6NG_AO4,63,TE,I,7967,238.2,395.37,34.354,1339.9,1.07E+07,154.56,1.23E+06,24.966,1.99E+05,1803.2,1.44E+07,68.506,5.46E+05,
121118G6NG_AO4,64,ICM,I,7132,122.95,173.75,35.488,1232.7,8.79E+06,21.612,1.54E+05,240.25,1.71E+06,1670.3,1.19E+07,75.577,5.39E+05,
121118G6NG_AO4,65,ICM,I,3099,89.114,248.59,33.166,1258.5,3.90E+06,24.159,74870,232.95,7.22E+05,1728.2,5.36E+06,76.612,2.37E+05,
121118G6NG_AO4,66,TE,I,8236,453.24,257.58,36.098,995.26,8.20E+06,80.381,6.62E+05,22.927,1.89E+05,1649.7,1.36E+07,66.976,5.52E+05,
121118G6NG_AO4,67,TE,I,10690,219.21,107.06,39.257,1020.5,1.09E+07,118.76,1.27E+06,22.271,2.38E+05,1786.6,1.91E+07,70.129,7.50E+05,
121118G6NG_AO4,67.2,TE,I,10690,237,115,42,665.144,,82.816,,20.737,,1570.198,,58.055,,
121118G6NG_AO4,68,ICM,I,3319,136.21,215.32,31.499,965.73,3.21E+06,18.025,59825,239.88,7.96E+05,1673,5.55E+06,63.87,2.12E+05,
121118G6NG_AO4,69,TE,M,13939,136.29,373.73,36.755,1383.1,1.93E+07,16.523,2.30E+05,14.169,1.98E+05,1745.5,2.43E+07,21.369,2.98E+05,
121118G6NG_AO4,70,ICM,I,3783,107.91,201.43,35.51,1020.7,3.86E+06,18.109,68507,218.73,8.27E+05,1698.8,6.43E+06,63.888,2.42E+05,
121118G6NG_AO4,70.2,ICM,I,3783,91,193,38,942.128,,19.43,,229.447,,1597.207,,72.142,,
121118G6NG_AO4,71,TE,I,2910,430.64,354.48,34.587,849.13,2.47E+06,36.795,1.07E+05,20.593,59925,1596.5,4.65E+06,55.765,1.62E+05,
121118G6NG_AO4,72,TE,I,8555,410.44,386.89,37.53,827.99,7.08E+06,62.482,5.35E+05,23.454,2.01E+05,1589.2,1.36E+07,61.138,5.23E+05,
121118G6NG_AO4,73,TE,I,9216,294.45,419.37,40.378,1248.8,1.15E+07,83.423,7.69E+05,22.147,2.04E+05,1611.9,1.49E+07,67.898,6.26E+05,
121118G6NG_AO4,74,TE,I,2525,91.432,295.54,38.981,1037.4,2.62E+06,143.48,3.62E+05,34.25,86481,1376.5,3.48E+06,70.261,1.77E+05,
121118G6NG_AO4,75,ICM,I,3274,153.62,310.94,38.769,1094,3.58E+06,17.452,57138,36.016,1.18E+05,1574.4,5.15E+06,721.54,2.36E+06,
121118G6NG_AO4,76,TE,I,9177,130.31,131.94,42.449,1019.3,9.35E+06,216.75,1.99E+06,25.534,2.34E+05,1575.1,1.45E+07,65.786,6.04E+05,
121118G6NG_AO4,77,TE,I,7493,376.54,163.89,41.939,699.91,5.24E+06,18.012,1.35E+05,15.055,1.13E+05,1760.5,1.32E+07,26.075,1.95E+05,
121118G6NG_AO4,78,TE,I,7120,413.21,173.51,40.811,504.42,3.59E+06,16.991,1.21E+05,13.532,96349,1756.8,1.25E+07,19.63,1.40E+05,
121118G6NG_AO4,79,ICM,I,5461,191.77,248.2,40.803,663.92,3.63E+06,15.979,87262,25.017,1.37E+05,1567.9,8.56E+06,425.05,2.32E+06,
121118G6NG_AO4,80,ICM,I,1621,108.02,278.51,37.799,1023.9,1.66E+06,21.545,34925,417.91,6.77E+05,1705.2,2.76E+06,71.765,1.16E+05,
121118G6NG_AO4,81,ICM,I,3874,80.216,220,41.962,1009.2,3.91E+06,31.251,1.21E+05,146.75,5.68E+05,1668.6,6.46E+06,63.329,2.45E+05,
121118G6NG_AO4,82,ICM,I,10840,170.44,231.82,39.752,661.87,7.17E+06,15.618,1.69E+05,27.185,2.95E+05,1490.6,1.62E+07,382.87,4.15E+06,
121118G6NG_AO4,83,ICM,I,3875,163.68,286.53,40.612,747.33,2.90E+06,16.714,64768,29.855,1.16E+05,1434.8,5.56E+06,488.82,1.89E+06,
121118G6NG_AO4,84,TE,I,5295,227.16,379.53,41.238,913.06,4.83E+06,61.822,3.27E+05,18.404,97450,1707.7,9.04E+06,42.857,2.27E+05,
121118G6NG_AO4,85,TE,I,13049,183.69,383.41,44.574,1106.6,1.44E+07,16.924,2.21E+05,15.537,2.03E+05,1738.9,2.27E+07,27.285,3.56E+05,
121118G6NG_AO4,86,ICM,I,8647,165.35,141.1,43.542,766.54,6.63E+06,20.048,1.73E+05,26.813,2.32E+05,1646.9,1.42E+07,383.64,3.32E+06,
121118G6NG_AO4,87,TE,I,10889,58.076,212.82,43.929,1070.6,1.17E+07,137.57,1.50E+06,48.126,5.24E+05,1643.1,1.79E+07,54.876,5.98E+05,
121118G6NG_AO4,88,ICM,I,10268,83.682,264.97,43.873,942.35,9.68E+06,20.062,2.06E+05,141.53,1.45E+06,1512.5,1.55E+07,65.072,6.68E+05,
121118G6NG_AO4,89,ICM,I,686,125.58,286.6,40.924,789.89,5.42E+05,18.375,12605,146.15,1.00E+05,1583.5,1.09E+06,58.608,40205,
121118G6NG_AO4,90,TE,I,7602,121.42,318.3,43.949,1343.4,1.02E+07,74.38,5.65E+05,25.211,1.92E+05,1457.4,1.11E+07,56.674,4.31E+05,
121118G6NG_AO4,91,ICM,I,4044,171.47,319.21,43.447,824.41,3.33E+06,16.981,68673,26.675,1.08E+05,1401.4,5.67E+06,466.6,1.89E+06,
121118G6NG_AO4,92,TE,I,19247,325.88,141.68,47.372,405.37,7.80E+06,19.819,3.81E+05,14.957,2.88E+05,1732.2,3.33E+07,29.943,5.76E+05,
121118G6NG_AO4,93,ICM,I,4989,125.73,245.75,40.225,753.77,3.76E+06,16.257,81106,199.49,9.95E+05,1435.4,7.16E+06,60.488,3.02E+05,
121118G6NG_AO4,94,TE,I,12777,425.08,323.15,45.676,314.84,4.02E+06,31.132,3.98E+05,17.049,2.18E+05,1533.9,1.96E+07,41.043,5.24E+05,
121118G6NG_AO4,95,TE,I,3927,437.83,243.77,43.552,432.91,1.70E+06,38.153,1.50E+05,18.829,73941,1362.2,5.35E+06,47.597,1.87E+05,
121118G6NG_AO4,96,TE,I,6262,156.39,346.28,46.294,946.85,5.93E+06,128.79,8.06E+05,22.53,1.41E+05,1656.6,1.04E+07,93.285,5.84E+05,
121118G6NG_AO4,97,TE,I,12855,256.8,133.24,47.261,431.05,5.54E+06,37.69,4.85E+05,17.243,2.22E+05,1465.5,1.88E+07,44.796,5.76E+05,
121118G6NG_AO4,98,ICM,I,15520,96.62,185.62,49.191,671.52,1.04E+07,17.306,2.69E+05,185.28,2.88E+06,1597.4,2.48E+07,58.909,9.14E+05,
121118G6NG_AO4,99,ICM,I,1779,134.93,205.51,44.329,696.87,1.24E+06,15.516,27603,172.08,3.06E+05,1846.5,3.29E+06,52.387,93196,
121118G6NG_AO4,100,TE,I,13276,407.14,201.18,50.414,468.81,6.22E+06,15.82,2.10E+05,14.793,1.96E+05,1661,2.21E+07,26.02,3.45E+05,
121118G6NG_AO4,101,TE,I,16143,370.86,386.1,49.716,301.94,4.87E+06,30.587,4.94E+05,15.942,2.57E+05,1586.7,2.56E+07,33.906,5.47E+05,
121118G6NG_AO4,102,TE,I,10002,322.46,409.71,50.343,458.69,4.59E+06,39.085,3.91E+05,17.017,1.70E+05,1535.6,1.54E+07,41.858,4.19E+05,
121118G6NG_AO4,103,ICM,I,9554,139.09,167.32,47.354,687.02,6.56E+06,18.033,1.72E+05,102.6,9.80E+05,1567.7,1.50E+07,67.812,6.48E+05,
121118G6NG_AO4,104,ICM,I,5328,128.45,224.8,49.38,608.78,3.24E+06,15.473,82442,153.45,8.18E+05,1484.7,7.91E+06,48.907,2.61E+05,
121118G6NG_AO4,105,ICM,I,17820,167.33,293.37,56.541,462.51,8.24E+06,36.626,6.53E+05,22.236,3.96E+05,1468.3,2.62E+07,228.72,4.08E+06,
121118G6NG_AO4,105.2,ICM,I,17820,156,295,60,370.166,,50.568,,19.775,,1487.028,,108.573,,
121118G6NG_AO4,106,ICM,I,3442,154.03,307.72,47.897,743.52,2.56E+06,18.478,63602,28.643,98589,1535.1,5.28E+06,472.98,1.63E+06,
121118G6NG_AO4,107,TE,I,6712,411.87,371.4,47.581,406.97,2.73E+06,35.682,2.40E+05,16.544,1.11E+05,1503.5,1.01E+07,37.503,2.52E+05,
121118G6NG_AO4,108,TE,I,10204,257.44,405.13,50.729,474.72,4.84E+06,42.602,4.35E+05,17.549,1.79E+05,1643.3,1.68E+07,39.264,4.01E+05,
121118G6NG_AO4,109,ICM,I,11901,183.58,186.06,51.937,417.37,4.97E+06,16.175,1.93E+05,21.295,2.53E+05,1512.9,1.80E+07,243.76,2.90E+06,
121118G6NG_AO4,110,TE,I,5453,171.23,118.9,51.643,651.68,3.55E+06,135.5,7.39E+05,21.952,1.20E+05,1549.1,8.45E+06,77.46,4.22E+05,
121118G6NG_AO4,111,ICM,I,1931,151.28,248.87,51.376,486.53,9.39E+05,16.64,32132,32.718,63178,1652,3.19E+06,351.04,6.78E+05,
121118G6NG_AO4,111.2,ICM,I,1931,148,279,47,547.246,,15.472,,44.912,,1544.398,,275.337,,
121118G6NG_AO4,112,TE,I,9142,204.8,108.08,53.403,491.73,4.50E+06,80.262,7.34E+05,18.402,1.68E+05,1433.4,1.31E+07,43.741,4.00E+05,
121118G6NG_AO4,113,ICM,I,3332,183.5,234.54,52.742,506.79,1.69E+06,15.699,52310,23.434,78081,1491.3,4.97E+06,283.98,9.46E+05,
121118G6NG_AO4,113.2,ICM,I,3332,167,270,52,445.397,,17.932,,26.258,,1564.398,,325.368,,
121118G6NG_AO4,114,ICM,M,7904,92.456,234.85,54.819,729.34,5.76E+06,15.214,1.20E+05,76.811,6.07E+05,1705.1,1.35E+07,43.519,3.44E+05,
121118G6NG_AO4,115,TE,I,18335,435.62,282.06,57.468,181.96,3.34E+06,15.161,2.78E+05,13.572,2.49E+05,1554.2,2.85E+07,23.331,4.28E+05,
121118G6NG_AO4,116,TE,I,6534,115.79,151.68,54.898,562.22,3.67E+06,121.27,7.92E+05,30.265,1.98E+05,1376,8.99E+06,52.303,3.42E+05,
121118G6NG_AO4,117,ICM,I,5877,103.15,271.63,55.688,453.79,2.67E+06,68.642,4.03E+05,40.674,2.39E+05,1718,1.01E+07,49.585,2.91E+05,
121118G6NG_AO4,118,TE,I,11239,406.83,332.18,59.683,185.11,2.08E+06,19.522,2.19E+05,14.181,1.59E+05,1501.8,1.69E+07,26.285,2.95E+05,
121118G6NG_AO4,119,ICM,I,17635,161.69,143.53,62.433,449.35,7.92E+06,38.994,6.88E+05,21.332,3.76E+05,1453,2.56E+07,208.56,3.68E+06,
121118G6NG_AO4,120,ICM,I,2475,156.27,167.79,57.69,525.94,1.30E+06,15.524,38422,35.218,87164,1438.9,3.56E+06,238.83,5.91E+05,
121118G6NG_AO4,121,ICM,I,2495,142.1,202.34,54.416,479.99,1.20E+06,16.127,40237,96.27,2.40E+05,1588.9,3.96E+06,55.431,1.38E+05,
121118G6NG_AO4,122,TE,I,8811,195.95,360.38,57.957,388.87,3.43E+06,58.393,5.15E+05,16.04,1.41E+05,1771.5,1.56E+07,28.483,2.51E+05,
121118G6NG_AO4,123,TE,I,9114,229.02,374.6,57.197,313.08,2.85E+06,56.731,5.17E+05,16.654,1.52E+05,1545.8,1.41E+07,45.089,4.11E+05,
121118G6NG_AO4,124,ICM,I,18898,123.31,196.87,64.745,410.6,7.76E+06,39.477,7.46E+05,62.718,1.19E+06,1646.5,3.11E+07,40.828,7.72E+05,
121118G6NG_AO4,125,TE,I,15211,343.12,359.41,63.632,235.47,3.58E+06,21.976,3.34E+05,14.55,2.21E+05,1718.1,2.61E+07,26.528,4.04E+05,
121118G6NG_AO4,126,TE,I,6107,396.69,290.21,62.816,149.02,9.10E+05,18.559,1.13E+05,13.234,80820,1774,1.08E+07,22.366,1.37E+05,
121118G6NG_AO4,127,TE,I,12356,216.58,129.92,62.105,342.51,4.23E+06,49.887,6.16E+05,15.891,1.96E+05,1653.4,2.04E+07,35.362,4.37E+05,
121118G6NG_AO4,128,TE,I,19084,269,159.25,65.676,215.16,4.11E+06,21.226,4.05E+05,14.488,2.76E+05,1600.5,3.05E+07,26.495,5.06E+05,
121118G6NG_AO4,129,TE,I,18258,300.76,358.54,63.717,297.16,5.43E+06,37.238,6.80E+05,15.608,2.85E+05,1749.7,3.19E+07,31.57,5.76E+05,
121118G6NG_AO4,129.2,TE,I,18258,314,366,63,347.251,,45.691,,17.346,,1817.237,,37.328,,
121118G6NG_AO4,130,TE,I,6545,262.04,367.12,63.035,258.1,1.69E+06,60.301,3.95E+05,16.733,1.10E+05,1621,1.06E+07,50.506,3.31E+05,
121118G6NG_AO4,131,TE,I,14259,364.65,193.72,65.116,190.67,2.72E+06,18.463,2.63E+05,14.791,2.11E+05,1410,2.01E+07,27.627,3.94E+05,
121118G6NG_AO4,132,TE,I,16482,316.76,214.56,65.93,258.34,4.26E+06,20.326,3.35E+05,14.023,2.31E+05,1686.2,2.78E+07,23.927,3.94E+05,
121118G6NG_AO4,133,ICM,I,2247,155.69,213.99,65.32,301.86,6.78E+05,26.294,59082,25.834,58049,1555.1,3.49E+06,172.36,3.87E+05,
121118G6NG_AO4,134,ICM,I,11313,148.53,250.36,63.95,361.6,4.09E+06,30.697,3.47E+05,22.585,2.56E+05,1543.3,1.75E+07,101.29,1.15E+06,
121118G6NG_AO4,134.2,ICM,I,11313,160,219,56,360.805,,15.604,,34.873,,1612.45,,236.519,,
121118G6NG_AO4,135,ICM,I,4815,175.85,274.37,63.611,380.76,1.83E+06,63.024,3.03E+05,19.557,94168,1481.1,7.13E+06,108.44,5.22E+05,
121118G6NG_AO4,136,TE,I,3927,212.11,286.65,66.775,349.96,1.37E+06,71.913,2.82E+05,16.739,65736,1835.1,7.21E+06,33.636,1.32E+05,
121118G6NG_AO4,137,TE,M,7628,226.49,316.05,66.425,520.4,3.97E+06,31.578,2.41E+05,14.656,1.12E+05,1678.7,1.28E+07,27.352,2.09E+05,
121118G6NG_AO4,138,TE,I,11798,376.31,248.39,68.403,188.35,2.22E+06,20.179,2.38E+05,13.868,1.64E+05,1570.8,1.85E+07,22.453,2.65E+05,
121118G6NG_AO4,139,TE,I,5990,223.2,164.31,68.976,231.7,1.39E+06,29.407,1.76E+05,15.089,90385,1957.5,1.17E+07,27.102,1.62E+05,
121118G6NG_AO4,140,TE,I,16894,258,225.13,68.815,313.31,5.29E+06,20.27,3.42E+05,14.859,2.51E+05,1747.6,2.95E+07,25.128,4.25E+05,
121118G6NG_AO4,141,TE,I,13655,295.18,279.36,68.811,347.22,4.74E+06,25.582,3.49E+05,15.064,2.06E+05,1741.8,2.38E+07,26.59,3.63E+05,
121118G6NG_AO4,142,TE,I,7669,190.34,183.95,68.678,259.55,1.99E+06,49.047,3.76E+05,17.163,1.32E+05,1549.1,1.19E+07,78.503,6.02E+05,
121118G6NG_AO4,143,ICM,I,8830,193.29,234.13,66.537,252.62,2.23E+06,30.738,2.71E+05,17.505,1.55E+05,1495.2,1.32E+07,99.378,8.78E+05,
121118G6NG_AO4,144,TE,I,4905,228.27,265.55,68.77,385.28,1.89E+06,48.265,2.37E+05,15.935,78163,1830,8.98E+06,29.967,1.47E+05,
121118G6NG_AO4,145,TE,I,9993,353.12,286.03,68.66,245.58,2.45E+06,22.739,2.27E+05,13.584,1.36E+05,1689.8,1.69E+07,23.053,2.30E+05,
121118G6NG_AO4,146,TE,I,3775,216.39,210.57,70.361,286.61,1.08E+06,38.78,1.46E+05,15.701,59272,1858.9,7.02E+06,36.337,1.37E+05,